,run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_total_spots,run_total_bases,run_alias,public_filename,public_size,public_date,public_md5,public_version,public_semantic_name,public_supertype,public_sratoolkit,aws_url,aws_free_egress,aws_access_type,public_url,ncbi_url,ncbi_free_egress,ncbi_access_type,gcp_url,gcp_free_egress,gcp_access_type,experiment_alias,strain,isolate,host,isolation_source,collection_date,geo_loc_name,sample_type,host_tissue_sampled,biosamplemodel,lat_lon,breed,tissue,gold ecosystem classification,cultivar,age,biomaterial_provider,collected_by,biological_replicate,replicate,samp_mat_process,samp_size,ref_biomaterial,rel_to_oxygen,samp_collect_device,ecotype,identified_by,sex,dev_stage,ena-first-public,ena-last-update,external id,insdc center name,insdc first public,insdc last update,insdc status,submitter id,common name,sample name,scientific_name,phenotype,experimental factor: compound,experimental factor: dose,ebi_url,ebi_free_egress,ebi_access_type,broker name,altitude,env_broad_scale,env_local_scale,env_medium,season,type_of_nucleic_acid,arrayexpress-species,sample description,experimental factor: growth condition,experimental factor: stimulus,experimental factor: immunoprecipitate,cell type,developmental stage,genotype,growth condition,indivudal,organism part,progenitor cell type,source_name,treatment,sample_name,elev,env_feature,depth,env_material,env_biome,ena first public,ena last update,insdc center alias,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),investigation type,project name,sequencing method,wastewater/sludge environmental package,cell_line,cell_type,nucleic_acid,sample_timepoint,host_subject_id,isolation source,isol_growth_condt,propagation,number_of_cells,target_molecules,site_name,chlorophyll,conduc,diss_inorg_carb,bacterial_count,samp_volume,min_filter_size,max_filter_size,sequencing_method,sequencing_machine,std_norm_factor,specimen_voucher,source_material_id,sample_number,sample_source,investigation_type,temp,geographic_location,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2,contigs_510
56,SRR3401303,SRP073469,The transcriptomes of various invertebrate species for virus discovery,SRX1712432,Charybdis crab mix Beihai,Charybdis crab mix Beihai,1711999,invertebrate metagenome,BHXun,RNA-Seq,METATRANSCRIPTOMIC,other,PAIRED,SRS1401846,,SAMN04625920,PRJNA318834,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,32196712,4413171568,32196712,6439342400,BHXun,SRR3401303.sralite,1613041028,2020-06-13 13:03:09,ce472dd58275110bd7fe31a7c9b8664e,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR3401303/SRR3401303.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/401/SRR3401303.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/401/SRR3401303.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR3401303/SRR3401303.zq.1,gs.us-east1,gcp identity,,,,Crustacea: Charybdis sp.,,2014,China: Beihai,,,Metagenome or environmental,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401303/SRR3401303_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401303/SRR3401303_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR340/003/SRR3401303/SRR3401303_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR340/003/SRR3401303/SRR3401303_2.fastq.gz,1
57,SRR3624128,SRP076109,rhizosphere metagenome Raw sequence reads,SRX1819052,metatranscriptome of healthy rhizoplane sample 2,metatranscriptome of healthy rhizoplane sample 2,939928,rhizosphere metagenome,P2r,WGS,METATRANSCRIPTOMIC,size fractionation,PAIRED,SRS1482930,,SAMN05194631,PRJNA324090,Illumina HiSeq 4000,Illumina HiSeq 4000,ILLUMINA,36576985,4975207357,36576985,9144246250,2Pr_1.clean.fq.gz,SRR3624128.sralite,2362541738,2020-06-13 14:07:09,1ce3095a94297915804d1b870ca1da55,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR3624128/SRR3624128.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/624/SRR3624128/SRR3624128.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/624/SRR3624128/SRR3624128.sralite.1,worldwide,anonymous,gs://sra-pub-zq-101/SRR3624128/SRR3624128.zq.1,gs.us-east1,gcp identity,,,,citrus,healthy rhizopalne 2 RNA,2015-08-19,USA: Florida,,,Metagenome or environmental,28.11 N 81.79 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/008/SRR3624128/SRR3624128_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR362/008/SRR3624128/SRR3624128_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR362/008/SRR3624128/SRR3624128_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR362/008/SRR3624128/SRR3624128_2.fastq.gz,1
58,SRR4242136,SRP089845,Megagenomic analysis fecal virome of NHPs from zoos in Eastern China,SRX2163031,Virome of Non-human primates:feces,Virome of Non-human primates:feces,749906,gut metagenome,NHPs-virome,WGS,METAGENOMIC,RANDOM,SINGLE,SRS1690991,,SAMN05767737,PRJNA342744,Illumina MiSeq,Illumina MiSeq,ILLUMINA,2323948,636756001,2323948,1031091136,Monkey04_S22_L001_R1_001.fastq.gz,SRR4242136.sralite,268142864,2020-06-23 16:12:46,c8dd24fee1719f4d68659ea37454da74,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR4242136/SRR4242136.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/242/SRR4242136.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/242/SRR4242136.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR4242136/SRR4242136.zq.1,gs.us-east1,gcp identity,,,,,Feces of non-human primates,2010-09-01,China: eastern part,,,Metagenome or environmental,31.11 N 121.38 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR424/006/SRR4242136/SRR4242136_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR424/006/SRR4242136/SRR4242136_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR424/006/SRR4242136/SRR4242136_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR424/006/SRR4242136/SRR4242136_2.fastq.gz,1
59,SRR4435986,SRP091874,"Impacts of the Hytrosavirus on the Transcriptome of the Housefly, Musca domestica",SRX2255213,GSM2355582: Housefly_treatment rep1; Musca domestica; RNA-Seq,GSM2355582: Housefly_treatment rep1; Musca domestica; RNA-Seq,7370,Musca domestica,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS1754653,,SAMN05930781,PRJNA349473,NextSeq 500,NextSeq 500,ILLUMINA,52605513,7262735411,52605513,15578030146,GSM2355582_r1,SRR4435986.sralite,4026151814,2020-06-23 21:22:56,3c555754d9b9787ae6f9bb98f2e45693,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR4435986/SRR4435986.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435986/SRR4435986.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435986/SRR4435986.sralite.1,worldwide,anonymous,gs://sra-pub-zq-101/SRR4435986/SRR4435986.zq.1,gs.us-east1,gcp identity,GSM2355582,MdSGHV,,,,,,,,,,,whole body,,,Adult female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole body,virus-injected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/006/SRR4435986/SRR4435986_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/006/SRR4435986/SRR4435986_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/006/SRR4435986/SRR4435986_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/006/SRR4435986/SRR4435986_2.fastq.gz,1
60,SRR4435987,SRP091874,"Impacts of the Hytrosavirus on the Transcriptome of the Housefly, Musca domestica",SRX2255214,GSM2355583: Housefly_treatment rep2; Musca domestica; RNA-Seq,GSM2355583: Housefly_treatment rep2; Musca domestica; RNA-Seq,7370,Musca domestica,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS1754654,,SAMN05930786,PRJNA349473,NextSeq 500,NextSeq 500,ILLUMINA,50056541,6927423320,50056541,14890306933,GSM2355583_r1,SRR4435987.sralite,3840754179,2020-06-23 21:04:08,d663c442f890defa32bb7baf40b30780,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR4435987/SRR4435987.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435987/SRR4435987.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435987/SRR4435987.sralite.1,worldwide,anonymous,gs://sra-pub-zq-101/SRR4435987/SRR4435987.zq.1,gs.us-east1,gcp identity,GSM2355583,MdSGHV,,,,,,,,,,,whole body,,,Adult female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole body,virus-injected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/007/SRR4435987/SRR4435987_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/007/SRR4435987/SRR4435987_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/007/SRR4435987/SRR4435987_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/007/SRR4435987/SRR4435987_2.fastq.gz,1
61,SRR4435988,SRP091874,"Impacts of the Hytrosavirus on the Transcriptome of the Housefly, Musca domestica",SRX2255215,GSM2355584: Housefly_treatment rep3; Musca domestica; RNA-Seq,GSM2355584: Housefly_treatment rep3; Musca domestica; RNA-Seq,7370,Musca domestica,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS1754655,,SAMN05930782,PRJNA349473,NextSeq 500,NextSeq 500,ILLUMINA,50457295,6968355249,50457295,15009833727,GSM2355584_r1,SRR4435988.sralite,3871848289,2020-06-23 21:08:57,e113219baabaeba55916b129788512f3,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR4435988/SRR4435988.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435988/SRR4435988.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/435/SRR4435988/SRR4435988.sralite.1,worldwide,anonymous,gs://sra-pub-zq-101/SRR4435988/SRR4435988.zq.1,gs.us-east1,gcp identity,GSM2355584,MdSGHV,,,,,,,,,,,whole body,,,Adult female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole body,virus-injected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/008/SRR4435988/SRR4435988_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/008/SRR4435988/SRR4435988_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/008/SRR4435988/SRR4435988_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/008/SRR4435988/SRR4435988_2.fastq.gz,1
62,SRR4435989,SRP091874,"Impacts of the Hytrosavirus on the Transcriptome of the Housefly, Musca domestica",SRX2255216,GSM2355585: Housefly_control rep1; Musca domestica; RNA-Seq,GSM2355585: Housefly_control rep1; Musca domestica; RNA-Seq,7370,Musca domestica,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS1754656,,SAMN05930785,PRJNA349473,NextSeq 500,NextSeq 500,ILLUMINA,49136167,6831838311,49136167,14608072672,GSM2355585_r1,SRR4435989.sralite,3775692503,2020-06-22 10:22:49,cc30787287e080e021bf54f26e97dc29,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-5/SRR4435989/SRR4435989.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/435/SRR4435989.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/435/SRR4435989.sralite.1,worldwide,anonymous,gs://sra-pub-zq-107/SRR4435989/SRR4435989.zq.1,gs.us-east1,gcp identity,GSM2355585,MdSGHV,,,,,,,,,,,whole body,,,Adult female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole body,PBS-treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/009/SRR4435989/SRR4435989_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/009/SRR4435989/SRR4435989_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/009/SRR4435989/SRR4435989_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/009/SRR4435989/SRR4435989_2.fastq.gz,1
63,SRR4435991,SRP091874,"Impacts of the Hytrosavirus on the Transcriptome of the Housefly, Musca domestica",SRX2255218,GSM2355587: Housefly_control rep3; Musca domestica; RNA-Seq,GSM2355587: Housefly_control rep3; Musca domestica; RNA-Seq,7370,Musca domestica,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,SRS1754658,,SAMN05930783,PRJNA349473,NextSeq 500,NextSeq 500,ILLUMINA,38634127,5324830927,38634127,11488199657,GSM2355587_r1,SRR4435991.sralite,2962189822,2021-06-15 13:24:45,7757df3fb78e28cf5029723f9c982757,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR4435991/SRR4435991.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/435/SRR4435991.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/435/SRR4435991.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR4435991/SRR4435991.noqual.1,gs.us-east1,gcp identity,GSM2355587,MdSGHV,,,,,,,,,,,whole body,,,Adult female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole body,PBS-treated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/001/SRR4435991/SRR4435991_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR443/001/SRR4435991/SRR4435991_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/001/SRR4435991/SRR4435991_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR443/001/SRR4435991/SRR4435991_2.fastq.gz,1
64,SRR4830146,SRP037995,Amazon Continuum Metatranscriptomes,SRX2319854,Amazon Continuum Metatranscriptomes,Amazon Continuum Metatranscriptomes,1169740,aquatic metagenome,RCJ2,RNA-Seq,METATRANSCRIPTOMIC,cDNA,SINGLE,SRS1776076,,SAMN05944744,PRJNA237345,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,33590906,3653689292,33590906,8397726500,RCJ2_filter.fastq,SRR4830146.sralite,1968027350,2020-06-23 22:23:02,8b683447effc5138be7f1bda0dfb6e8b,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR4830146/SRR4830146.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/830/SRR4830146.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/830/SRR4830146.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR4830146/SRR4830146.zq.1,gs.us-east1,gcp identity,,,,,water,2012-07-23,Brazil:Amazon River,,,Metagenome or environmental,0.05033 S 51.03085 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon River,0.5 m,,river,,,,,,,,,,,,,,,,,,,,,,,,mRNA,Macapa North (MCPN),0.87 ug/L,56.2 uS/cm,502 umol C/kg,3.63E06 cells/mL,0.76 L,2.0 Âµm,156 Âµm,Illumina Rapid Run,HiSeq 2500,18338.5,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR483/006/SRR4830146/SRR4830146.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR483/006/SRR4830146/SRR4830146.fastq.gz,,0
65,SRR4934311,SRP075325,Improved calibration of RNA-seq expression data using whole cell spike-ins,SRX2327702,RNA-seq of human P493-6 cell line,RNA-seq of human P493-6 cell line,9606,Homo sapiens,P493-6 dox group B replicate 3,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1783086,,SAMN05981919,PRJNA311567,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,23229139,1449588927,23229139,2346143039,Sample_r738s106_hs_rna_sr_Kube_DC_1.fq,SRR4934311.sralite,638043471,2021-06-15 00:11:08,1142bb8ae85695e44a1350df0d6ca9af,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR4934311/SRR4934311.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934311.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934311.sralite.1,worldwide,anonymous,gs://sra-pub-zq-107/SRR4934311/SRR4934311.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 3,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR493/001/SRR4934311/SRR4934311.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR493/001/SRR4934311/SRR4934311.fastq.gz,,,0
66,SRR4934495,SRP075325,Improved calibration of RNA-seq expression data using whole cell spike-ins,SRX2327703,RNA-seq of human P493-6 cell line,RNA-seq of human P493-6 cell line,9606,Homo sapiens,P493-6 dox group C replicate 3,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1783087,,SAMN05981922,PRJNA311567,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,26464903,1650548427,26464903,2672955203,Sample_r738s109_hs_rna_sr_Kube_DF_1.fq,SRR4934495.sralite,725967176,2020-06-23 22:39:30,457c0b952fd1d7b46c5d3afa69e430fe,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR4934495/SRR4934495.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934495.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934495.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR4934495/SRR4934495.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 3,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR493/005/SRR4934495/SRR4934495.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR493/005/SRR4934495/SRR4934495.fastq.gz,,,0
67,SRR4934687,SRP075325,Improved calibration of RNA-seq expression data using whole cell spike-ins,SRX2327704,RNA-seq of human P493-6 cell line,RNA-seq of human P493-6 cell line,9606,Homo sapiens,P493-6 dox group C replicate 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1783088,,SAMN05981920,PRJNA311567,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,21191865,1327684199,21191865,2140378365,Sample_r738s107_hs_rna_sr_Kube_DD_1.fq,SRR4934687.sralite,582490797,2021-06-15 18:20:49,47ec5f6dce6b59beaf50c1fedc05d6d0,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR4934687/SRR4934687.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934687.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/934/SRR4934687.sralite.1,worldwide,anonymous,gs://sra-pub-zq-107/SRR4934687/SRR4934687.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR493/007/SRR4934687/SRR4934687.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR493/007/SRR4934687/SRR4934687.fastq.gz,,,0
68,SRR4934799,SRP075325,Improved calibration of RNA-seq expression data using whole cell spike-ins,SRX2327705,RNA-seq of human P493-6 cell line,RNA-seq of human P493-6 cell line,9606,Homo sapiens,P493-6 dox group B replicate 2,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1783089,,SAMN05981918,PRJNA311567,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,20416688,1272354727,20416688,2062085488,Sample_r738s105_hs_rna_sr_Kube_DB_1.fq,SRR4934799.sralite,561344759,2020-06-21 10:31:03,a1b3959469ee77b76e333c0b6e192597,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-7/SRR4934799/SRR4934799.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/934/SRR4934799/SRR4934799.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/934/SRR4934799/SRR4934799.sralite.1,worldwide,anonymous,gs://sra-pub-zq-101/SRR4934799/SRR4934799.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 2,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR493/009/SRR4934799/SRR4934799.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR493/009/SRR4934799/SRR4934799.fastq.gz,,,1
69,SRR4934910,SRP075325,Improved calibration of RNA-seq expression data using whole cell spike-ins,SRX2327706,RNA-seq of human P493-6 cell line,RNA-seq of human P493-6 cell line,9606,Homo sapiens,P493-6 dox group A replicate 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1783090,,SAMN05981914,PRJNA311567,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,19333486,1206374805,19333486,1952682086,Sample_r738s101_hs_rna_sr_Kube_CX_1.fq,SRR4934910.sralite,531791597,2020-06-22 11:01:55,a45a9c2857792636e90a89f6eceb135a,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR4934910/SRR4934910.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/934/SRR4934910/SRR4934910.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/934/SRR4934910/SRR4934910.sralite.1,worldwide,anonymous,gs://sra-pub-zq-105/SRR4934910/SRR4934910.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR493/000/SRR4934910/SRR4934910.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR493/000/SRR4934910/SRR4934910.fastq.gz,,,0
